city,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,snowfall_sum,windspeed_10m_max,windgusts_10m_max,cloudcover_mean,weathercode,country,continent,latitude,longitude,coastal_city,date,month,day_of_week,day_of_year,week_of_year,is_weekend,season,temp_range,heavy_rain_flag,heatwave_flag,high_wind_flag,temp_lag_1,temp_lag_7,temp_7d_avg,precip_7d_sum
Lagos,32.7,27.4,29.4,38.1,33.2,1.7,1.7,0.0,12.6,32.4,43,53,Nigeria,Africa,6.5244,3.3792,1,2026-03-06,3,4,65,10,0,Spring,5.300000000000004,0,0,0,29.4,28.9,28.8,14.9
Lagos,32.5,27.2,29.5,37.9,33.1,0.6,0.6,0.0,14.3,36.0,82,51,Nigeria,Africa,6.5244,3.3792,1,2026-03-07,3,5,66,10,1,Spring,5.300000000000001,0,0,0,29.4,28.4,28.957142857142856,15.3
Lagos,32.7,27.4,29.7,38.4,33.4,4.0,4.0,0.0,13.9,34.9,68,61,Nigeria,Africa,6.5244,3.3792,1,2026-03-08,3,6,67,10,1,Spring,5.300000000000004,0,0,0,29.5,28.2,29.17142857142857,19.1
Lagos,32.4,27.0,29.4,37.5,31.2,0.9,0.9,0.0,16.1,39.2,84,51,Nigeria,Africa,6.5244,3.3792,1,2026-03-09,3,0,68,11,0,Spring,5.399999999999999,0,0,0,29.7,28.7,29.27142857142857,17.2
Lagos,32.4,25.4,29.4,37.5,29.6,2.0,2.0,0.0,17.7,41.8,82,61,Nigeria,Africa,6.5244,3.3792,1,2026-03-10,3,1,69,11,0,Spring,7.0,0,0,0,29.4,28.8,29.35714285714285,16.7
Lagos,31.9,27.1,28.8,36.8,32.0,1.5,1.5,0.0,16.7,43.2,90,51,Nigeria,Africa,6.5244,3.3792,1,2026-03-11,3,2,70,11,0,Spring,4.799999999999997,0,0,0,29.4,28.7,29.37142857142857,12.6
Lagos,32.3,27.3,29.3,37.6,32.6,0.0,0.0,0.0,15.0,37.1,55,3,Nigeria,Africa,6.5244,3.3792,1,2026-03-12,3,3,71,11,0,Spring,4.9999999999999964,0,0,0,28.8,29.4,29.357142857142858,10.7
Lagos,32.7,27.0,29.2,38.5,32.9,1.4,1.4,0.0,14.7,36.0,85,55,Nigeria,Africa,6.5244,3.3792,1,2026-03-13,3,4,72,11,0,Spring,5.700000000000003,0,0,0,29.3,29.4,29.32857142857143,10.4
Lagos,31.3,24.7,27.6,34.9,29.3,2.9,2.9,0.0,15.6,36.7,97,61,Nigeria,Africa,6.5244,3.3792,1,2026-03-14,3,5,73,11,1,Spring,6.600000000000001,0,0,0,29.2,29.5,29.057142857142857,12.7
Lagos,32.7,27.4,29.6,38.6,32.6,0.0,0.0,0.0,12.9,32.8,59,3,Nigeria,Africa,6.5244,3.3792,1,2026-03-15,3,6,74,11,1,Spring,5.300000000000004,0,0,0,27.6,29.7,29.04285714285714,8.7
Lagos,32.1,27.5,29.4,37.4,32.3,0.8,0.8,0.0,16.3,34.9,85,51,Nigeria,Africa,6.5244,3.3792,1,2026-03-16,3,0,75,12,0,Spring,4.600000000000001,0,0,0,29.6,29.4,29.04285714285714,8.6
Lagos,30.5,25.2,27.9,35.4,29.8,2.6,2.6,0.0,17.2,37.4,53,61,Nigeria,Africa,6.5244,3.3792,1,2026-03-17,3,1,76,12,0,Spring,5.300000000000001,0,0,0,29.4,29.4,28.82857142857143,9.2
Lagos,32.8,26.2,29.3,37.2,32.2,0.3,0.3,0.0,15.1,37.1,25,51,Nigeria,Africa,6.5244,3.3792,1,2026-03-18,3,2,77,12,0,Spring,6.599999999999998,0,0,0,27.9,28.8,28.9,7.999999999999999
Lagos,32.2,26.8,29.3,38.2,32.8,0.0,0.0,0.0,15.1,35.3,46,3,Nigeria,Africa,6.5244,3.3792,1,2026-03-19,3,3,78,12,0,Spring,5.400000000000002,0,0,0,29.3,29.3,28.9,8.0
Lagos,32.3,27.0,29.4,37.9,33.4,0.2,0.2,0.0,13.3,34.9,65,51,Nigeria,Africa,6.5244,3.3792,1,2026-03-20,3,4,79,12,0,Spring,5.299999999999997,0,0,0,29.3,29.2,28.928571428571427,6.8
Lagos,31.6,27.6,29.2,36.8,33.5,3.6,3.6,0.0,15.8,39.2,69,55,Nigeria,Africa,6.5244,3.3792,1,2026-03-21,3,5,80,12,1,Spring,4.0,0,0,0,29.4,27.6,29.15714285714285,7.5
Lagos,30.8,27.3,28.7,36.4,31.9,5.2,5.2,0.0,15.6,38.5,65,63,Nigeria,Africa,6.5244,3.3792,1,2026-03-22,3,6,81,12,1,Spring,3.5,0,0,0,29.2,29.6,29.028571428571432,12.7
Lagos,32.0,27.1,29.0,36.8,31.5,4.0,4.0,0.0,16.4,38.5,97,61,Nigeria,Africa,6.5244,3.3792,1,2026-03-23,3,0,82,13,0,Spring,4.899999999999999,0,0,0,28.7,29.4,28.97142857142857,15.9
Lagos,31.0,25.8,28.6,35.0,30.9,4.6,4.6,0.0,18.0,41.8,88,61,Nigeria,Africa,6.5244,3.3792,1,2026-03-24,3,1,83,13,0,Spring,5.199999999999999,0,0,0,29.0,27.9,29.071428571428573,17.9
Lagos,31.9,27.3,29.2,36.6,32.0,0.1,0.1,0.0,16.6,42.1,67,51,Nigeria,Africa,6.5244,3.3792,1,2026-03-25,3,2,84,13,0,Spring,4.599999999999998,0,0,0,28.6,29.3,29.057142857142853,17.7
Lagos,32.5,26.5,29.2,37.0,31.6,0.0,0.0,0.0,16.2,38.9,67,3,Nigeria,Africa,6.5244,3.3792,1,2026-03-26,3,3,85,13,0,Spring,6.0,0,0,0,29.2,29.3,29.042857142857144,17.7
Lagos,32.7,27.0,29.2,38.4,32.8,0.4,0.4,0.0,14.8,37.4,67,51,Nigeria,Africa,6.5244,3.3792,1,2026-03-27,3,4,86,13,0,Spring,5.700000000000003,0,0,0,29.2,29.4,29.014285714285712,17.9
Lagos,33.6,26.3,29.0,39.5,31.1,7.7,7.7,0.0,18.6,41.8,98,63,Nigeria,Africa,6.5244,3.3792,1,2026-03-28,3,5,87,13,1,Spring,7.300000000000001,0,0,0,29.2,29.2,28.985714285714288,22.0
Lagos,29.9,23.9,26.4,33.9,27.7,1.6,1.6,0.0,9.4,23.0,83,53,Nigeria,Africa,6.5244,3.3792,1,2026-03-29,3,6,88,13,1,Spring,6.0,0,0,0,29.0,28.7,28.65714285714285,18.4
Lagos,31.5,26.0,28.3,36.6,31.1,0.0,0.0,0.0,11.4,29.9,96,3,Nigeria,Africa,6.5244,3.3792,1,2026-03-30,3,0,89,14,0,Spring,5.5,0,0,0,26.4,29.0,28.557142857142853,14.4
Lagos,30.6,25.0,27.5,35.5,30.4,1.0,1.0,0.0,12.2,31.0,98,53,Nigeria,Africa,6.5244,3.3792,1,2026-03-31,3,1,90,14,0,Spring,5.600000000000001,0,0,0,28.3,28.6,28.4,10.8
Lagos,31.0,23.9,27.5,36.2,28.9,0.0,0.0,0.0,11.2,28.8,85,3,Nigeria,Africa,6.5244,3.3792,1,2026-04-01,4,2,91,14,0,Spring,7.100000000000001,0,0,0,27.5,29.2,28.15714285714285,10.7
Lagos,30.6,25.9,27.4,36.1,30.7,6.3,6.3,0.0,10.1,24.8,99,63,Nigeria,Africa,6.5244,3.3792,1,2026-04-02,4,3,92,14,0,Spring,4.700000000000003,0,0,0,27.5,29.2,27.9,17.0
Lagos,30.3,24.9,27.5,35.2,30.7,1.4,1.4,0.0,15.4,36.4,94,53,Nigeria,Africa,6.5244,3.3792,1,2026-04-03,4,4,93,14,0,Spring,5.400000000000002,0,0,0,27.4,29.2,27.65714285714285,18.0
Lagos,31.6,25.8,28.2,37.1,31.4,0.0,0.0,0.0,9.6,27.7,94,3,Nigeria,Africa,6.5244,3.3792,1,2026-04-04,4,5,94,14,1,Spring,5.800000000000001,0,0,0,27.5,29.0,27.542857142857144,10.3
Lagos,31.9,25.2,28.2,38.4,30.1,4.9,4.9,0.0,13.4,30.2,92,63,Nigeria,Africa,6.5244,3.3792,1,2026-04-05,4,6,95,14,1,Spring,6.699999999999999,0,0,0,28.2,26.4,27.8,13.6
Lagos,32.3,27.3,29.1,37.5,32.6,1.2,1.2,0.0,13.9,34.2,72,53,Nigeria,Africa,6.5244,3.3792,1,2026-04-06,4,0,96,15,0,Spring,4.9999999999999964,0,0,0,28.2,28.3,27.914285714285715,14.8
Lagos,32.4,27.2,29.5,37.3,32.7,0.0,0.0,0.0,14.7,37.8,92,3,Nigeria,Africa,6.5244,3.3792,1,2026-04-07,4,1,97,15,0,Spring,5.199999999999999,0,0,0,29.1,27.5,28.2,13.8
Lagos,30.3,25.6,27.9,35.2,31.1,2.7,2.7,0.0,12.9,32.8,100,55,Nigeria,Africa,6.5244,3.3792,1,2026-04-08,4,2,98,15,0,Spring,4.699999999999999,0,0,0,29.5,27.5,28.25714285714286,16.5
Lagos,31.5,25.1,28.3,37.4,30.9,2.8,2.8,0.0,15.1,38.2,80,61,Nigeria,Africa,6.5244,3.3792,1,2026-04-09,4,3,99,15,0,Spring,6.399999999999999,0,0,0,27.9,27.4,28.385714285714283,13.0
Lagos,33.2,26.6,29.1,39.6,32.4,0.0,0.0,0.0,14.5,35.6,79,3,Nigeria,Africa,6.5244,3.3792,1,2026-04-10,4,4,100,15,0,Spring,6.600000000000001,0,0,0,28.3,27.5,28.61428571428572,11.6
Lagos,32.7,27.5,29.6,38.7,32.8,0.0,0.0,0.0,13.6,35.3,100,3,Nigeria,Africa,6.5244,3.3792,1,2026-04-11,4,5,101,15,1,Spring,5.200000000000003,0,0,0,29.1,28.2,28.81428571428572,11.6
Lagos,32.8,26.9,29.5,39.0,32.6,0.0,0.0,0.0,14.4,35.3,41,3,Nigeria,Africa,6.5244,3.3792,1,2026-04-12,4,6,102,15,1,Spring,5.899999999999999,0,0,0,29.6,28.2,29.0,6.7
Lagos,32.5,27.4,29.1,37.7,32.2,10.9,10.9,0.0,16.7,40.0,80,63,Nigeria,Africa,6.5244,3.3792,1,2026-04-13,4,0,103,16,0,Spring,5.100000000000001,0,0,0,29.5,29.1,29.0,16.4
Lagos,32.0,25.4,28.7,38.8,30.3,3.2,3.2,0.0,13.3,33.1,64,61,Nigeria,Africa,6.5244,3.3792,1,2026-04-14,4,1,104,16,0,Spring,6.600000000000001,0,0,0,29.1,29.5,28.88571428571429,19.6
Lagos,31.5,26.7,29.1,37.6,32.8,6.5,6.5,0.0,15.4,36.7,53,63,Nigeria,Africa,6.5244,3.3792,1,2026-04-15,4,2,105,16,0,Spring,4.800000000000001,0,0,0,28.7,27.9,29.057142857142857,23.4
Lagos,31.5,27.0,28.9,36.6,32.2,0.3,0.3,0.0,14.8,33.1,93,51,Nigeria,Africa,6.5244,3.3792,1,2026-04-16,4,3,106,16,0,Spring,4.5,0,0,0,29.1,28.3,29.142857142857142,20.9
Lagos,32.0,27.1,29.3,38.0,32.6,0.4,0.4,0.0,14.0,35.3,61,51,Nigeria,Africa,6.5244,3.3792,1,2026-04-17,4,4,107,16,0,Spring,4.899999999999999,0,0,0,28.9,29.1,29.17142857142857,21.3
Lagos,32.7,27.6,29.6,38.5,33.2,0.0,0.0,0.0,13.9,34.9,73,3,Nigeria,Africa,6.5244,3.3792,1,2026-04-18,4,5,108,16,1,Spring,5.100000000000001,0,0,0,29.3,29.6,29.17142857142857,21.3
Lagos,30.5,26.4,28.0,35.6,32.2,7.5,7.5,0.0,9.8,28.1,76,63,Nigeria,Africa,6.5244,3.3792,1,2026-04-19,4,6,109,16,1,Spring,4.100000000000001,0,0,0,29.6,29.5,28.957142857142856,28.8
Lagos,32.8,26.4,29.2,40.2,32.7,1.1,1.1,0.0,12.0,33.5,88,53,Nigeria,Africa,6.5244,3.3792,1,2026-04-20,4,0,110,17,0,Spring,6.399999999999999,0,0,0,28.0,29.1,28.97142857142857,19.0
Lagos,32.2,27.8,29.1,38.3,32.7,2.3,2.3,0.0,16.4,40.7,98,53,Nigeria,Africa,6.5244,3.3792,1,2026-04-21,4,1,111,17,0,Spring,4.400000000000002,0,0,0,29.2,28.7,29.02857142857143,18.1
Lagos,31.8,26.5,29.1,37.9,32.5,1.6,1.6,0.0,13.8,33.1,69,53,Nigeria,Africa,6.5244,3.3792,1,2026-04-22,4,2,112,17,0,Spring,5.300000000000001,0,0,0,29.1,29.1,29.02857142857143,13.2
Lagos,32.2,27.4,29.3,37.6,31.8,0.4,0.4,0.0,17.5,38.2,97,51,Nigeria,Africa,6.5244,3.3792,1,2026-04-23,4,3,113,17,0,Spring,4.800000000000004,0,0,0,29.1,28.9,29.085714285714285,13.3
Lagos,31.4,27.1,28.8,36.7,32.0,1.8,1.8,0.0,20.6,47.2,67,53,Nigeria,Africa,6.5244,3.3792,1,2026-04-24,4,4,114,17,0,Spring,4.299999999999997,0,0,0,29.3,29.3,29.01428571428572,14.7
Lagos,29.4,26.6,27.9,34.6,30.8,6.4,6.4,0.0,16.5,39.2,96,61,Nigeria,Africa,6.5244,3.3792,1,2026-04-25,4,5,115,17,1,Spring,2.799999999999997,0,0,0,28.8,29.6,28.77142857142857,21.1
Lagos,28.6,25.0,26.7,33.4,29.5,26.6,26.6,0.0,14.3,34.2,100,65,Nigeria,Africa,6.5244,3.3792,1,2026-04-26,4,6,116,17,1,Spring,3.6000000000000014,1,0,0,27.9,28.0,28.585714285714285,40.2
Lagos,32.0,24.2,27.9,38.7,29.4,0.0,0.0,0.0,10.4,27.7,36,3,Nigeria,Africa,6.5244,3.3792,1,2026-04-27,4,0,117,18,0,Spring,7.800000000000001,0,0,0,26.7,29.2,28.4,39.1
Lagos,31.8,26.5,28.5,37.4,32.9,8.5,8.5,0.0,13.3,34.2,99,63,Nigeria,Africa,6.5244,3.3792,1,2026-04-28,4,1,118,18,0,Spring,5.300000000000001,0,0,0,27.9,29.1,28.314285714285717,45.3
Lagos,30.9,25.6,28.0,35.6,30.2,2.0,2.0,0.0,13.3,35.6,98,53,Nigeria,Africa,6.5244,3.3792,1,2026-04-29,4,2,119,18,0,Spring,5.299999999999997,0,0,0,28.5,29.1,28.157142857142865,45.7
Lagos,31.3,26.1,28.3,37.1,32.1,6.2,6.2,0.0,10.4,29.9,79,61,Nigeria,Africa,6.5244,3.3792,1,2026-04-30,4,3,120,18,0,Spring,5.199999999999999,0,0,0,28.0,29.3,28.014285714285712,51.50000000000001
Lagos,31.6,25.6,28.5,38.1,31.9,0.0,0.0,0.0,15.0,37.4,48,3,Nigeria,Africa,6.5244,3.3792,1,2026-05-01,5,4,121,18,0,Spring,6.0,0,0,0,28.3,28.8,27.971428571428568,49.7
Lagos,31.5,27.9,29.4,37.4,33.1,2.0,2.0,0.0,15.6,38.2,52,61,Nigeria,Africa,6.5244,3.3792,1,2026-05-02,5,5,122,18,1,Spring,3.6000000000000014,0,0,0,28.5,27.9,28.185714285714287,45.3
Lagos,31.0,25.7,28.4,36.9,31.6,4.4,4.4,0.0,18.2,42.8,82,61,Nigeria,Africa,6.5244,3.3792,1,2026-05-03,5,6,123,18,1,Spring,5.300000000000001,0,0,0,29.4,26.7,28.428571428571427,23.1
Lagos,31.1,25.5,27.7,37.4,30.5,6.7,6.7,0.0,13.5,34.6,98,63,Nigeria,Africa,6.5244,3.3792,1,2026-05-04,5,0,124,19,0,Spring,5.600000000000001,0,0,0,28.4,27.9,28.4,29.8
Lagos,32.1,26.5,28.6,38.1,31.9,4.6,4.6,0.0,16.9,41.0,63,63,Nigeria,Africa,6.5244,3.3792,1,2026-05-05,5,1,125,19,0,Spring,5.600000000000001,0,0,0,27.7,28.5,28.414285714285715,25.9
London,6.8,1.3,3.5,4.0,-1.9,13.5,13.2,0.21,23.3,52.2,97,73,UK,Europe,51.5074,-0.1278,1,2026-01-08,1,3,8,2,0,Winter,5.5,0,0,0,2.9,2.7,0.7285714285714285,22.1
London,6.1,1.9,3.8,2.8,-3.3,2.9,2.9,0.0,25.9,57.2,99,53,UK,Europe,51.5074,-0.1278,1,2026-01-09,1,4,9,2,0,Winter,4.199999999999999,0,0,0,3.5,1.8,1.0142857142857142,24.6
London,3.2,-0.6,1.5,-0.1,-3.5,0.0,0.0,0.0,16.6,39.2,57,3,UK,Europe,51.5074,-0.1278,1,2026-01-10,1,5,10,2,1,Winter,3.8,0,0,0,3.8,0.3,1.1857142857142855,24.6
London,9.3,-1.5,4.0,4.6,-4.3,2.0,2.0,0.0,28.2,62.3,100,53,UK,Europe,51.5074,-0.1278,1,2026-01-11,1,6,11,2,1,Winter,10.8,0,0,0,1.5,-1.0,1.9,26.6
London,10.7,9.3,10.0,8.0,5.8,0.6,0.6,0.0,24.1,63.0,84,51,UK,Europe,51.5074,-0.1278,1,2026-01-12,1,0,12,3,0,Winter,1.3999999999999986,0,0,0,4.0,-1.3,3.5142857142857147,27.2
London,10.2,6.9,9.5,8.2,4.4,12.9,12.9,0.0,19.4,42.5,99,63,UK,Europe,51.5074,-0.1278,1,2026-01-13,1,1,13,3,0,Winter,3.299999999999999,0,0,0,10.0,-1.1,5.028571428571429,39.5
London,9.1,-0.7,4.4,6.7,-3.3,3.2,3.2,0.0,12.7,27.4,48,61,UK,Europe,51.5074,-0.1278,1,2026-01-14,1,2,14,3,0,Winter,9.8,0,0,0,9.5,2.9,5.242857142857143,35.1
London,9.4,6.2,8.3,6.4,3.5,15.2,15.2,0.0,22.9,52.9,92,63,UK,Europe,51.5074,-0.1278,1,2026-01-15,1,3,15,3,0,Winter,3.2,0,0,0,4.4,3.5,5.928571428571429,36.8
London,9.3,3.0,6.7,7.1,0.6,0.6,0.6,0.0,13.0,28.1,73,51,UK,Europe,51.5074,-0.1278,1,2026-01-16,1,4,16,3,0,Winter,6.300000000000001,0,0,0,8.3,3.8,6.342857142857143,34.5
London,9.9,5.0,7.5,8.3,3.0,1.3,1.3,0.0,11.5,28.1,80,53,UK,Europe,51.5074,-0.1278,1,2026-01-17,1,5,17,3,1,Winter,4.9,0,0,0,6.7,1.5,7.2,35.8
London,11.1,6.0,8.2,10.3,3.9,0.5,0.5,0.0,10.1,22.0,88,51,UK,Europe,51.5074,-0.1278,1,2026-01-18,1,6,18,3,1,Winter,5.1,0,0,0,7.5,4.0,7.799999999999999,34.3
London,10.4,6.6,8.4,8.5,4.6,0.8,0.8,0.0,12.5,27.4,74,51,UK,Europe,51.5074,-0.1278,1,2026-01-19,1,0,19,4,0,Winter,3.8000000000000007,0,0,0,8.2,10.0,7.571428571428571,34.5
London,9.9,7.8,8.8,6.8,3.1,3.4,3.4,0.0,25.2,59.0,86,61,UK,Europe,51.5074,-0.1278,1,2026-01-20,1,1,20,4,0,Winter,2.1000000000000005,0,0,0,8.4,9.5,7.471428571428571,25.0
London,9.9,5.2,8.1,7.1,2.4,12.5,12.5,0.0,24.7,54.7,82,61,UK,Europe,51.5074,-0.1278,1,2026-01-21,1,2,21,4,0,Winter,4.7,0,0,0,8.8,4.4,8.0,34.3
London,9.9,8.0,8.8,7.3,4.6,2.5,2.5,0.0,17.1,40.7,92,53,UK,Europe,51.5074,-0.1278,1,2026-01-22,1,3,22,4,0,Winter,1.9000000000000004,0,0,0,8.1,8.3,8.071428571428571,21.6
London,8.9,6.2,7.2,5.6,2.9,3.5,3.5,0.0,20.2,43.9,77,61,UK,Europe,51.5074,-0.1278,1,2026-01-23,1,4,23,4,0,Winter,2.7,0,0,0,8.8,6.7,8.142857142857142,24.5
London,9.1,5.5,7.0,5.6,1.9,3.9,3.9,0.0,18.8,45.4,76,61,UK,Europe,51.5074,-0.1278,1,2026-01-24,1,5,24,4,1,Winter,3.6,0,0,0,7.2,7.5,8.071428571428571,27.1
London,7.8,5.6,6.4,5.4,2.9,3.1,3.1,0.0,17.6,40.7,88,61,UK,Europe,51.5074,-0.1278,1,2026-01-25,1,6,25,4,1,Winter,2.2,0,0,0,7.0,8.2,7.814285714285714,29.700000000000003
London,6.2,4.1,5.1,3.3,1.4,0.2,0.2,0.0,15.3,34.6,100,51,UK,Europe,51.5074,-0.1278,1,2026-01-26,1,0,26,5,0,Winter,2.1000000000000005,0,0,0,6.4,8.4,7.3428571428571425,29.1
London,9.6,5.6,6.9,7.1,0.7,16.7,16.7,0.0,26.8,56.9,91,63,UK,Europe,51.5074,-0.1278,1,2026-01-27,1,1,27,5,0,Winter,4.0,0,0,0,5.1,8.8,7.071428571428571,42.400000000000006
London,8.8,1.5,5.1,6.9,-0.6,0.2,0.2,0.0,12.4,28.8,39,51,UK,Europe,51.5074,-0.1278,1,2026-01-28,1,2,28,5,0,Winter,7.300000000000001,0,0,0,6.9,8.1,6.642857142857143,30.1
London,6.8,1.8,4.1,3.2,-1.2,0.0,0.0,0.0,14.2,33.5,69,3,UK,Europe,51.5074,-0.1278,1,2026-01-29,1,3,29,5,0,Winter,5.0,0,0,0,5.1,8.8,5.971428571428572,27.6
London,10.4,3.9,7.2,7.9,0.1,5.5,5.5,0.0,19.5,42.1,81,61,UK,Europe,51.5074,-0.1278,1,2026-01-30,1,4,30,5,0,Winter,6.5,0,0,0,4.1,7.2,5.971428571428571,29.6
London,9.7,5.6,7.4,7.4,3.1,0.6,0.6,0.0,12.8,32.0,58,51,UK,Europe,51.5074,-0.1278,1,2026-01-31,1,5,31,5,1,Winter,4.1,0,0,0,7.2,7.0,6.028571428571429,26.3
London,9.2,5.2,7.0,8.0,2.9,6.3,6.3,0.0,10.4,23.0,94,61,UK,Europe,51.5074,-0.1278,1,2026-02-01,2,6,32,5,1,Winter,3.999999999999999,0,0,0,7.4,6.4,6.114285714285715,29.5
London,8.9,5.5,6.8,5.3,2.7,0.3,0.3,0.0,17.1,41.4,83,51,UK,Europe,51.5074,-0.1278,1,2026-02-02,2,0,33,6,0,Winter,3.4000000000000004,0,0,0,7.0,5.1,6.357142857142857,29.6
London,6.6,2.8,4.7,2.8,0.5,9.9,9.9,0.0,16.7,38.2,100,61,UK,Europe,51.5074,-0.1278,1,2026-02-03,2,1,34,6,0,Winter,3.8,0,0,0,6.8,6.9,6.042857142857144,22.8
London,10.1,2.9,6.3,7.6,0.4,1.6,1.6,0.0,16.5,39.6,50,61,UK,Europe,51.5074,-0.1278,1,2026-02-04,2,2,35,6,0,Winter,7.199999999999999,0,0,0,4.7,5.1,6.214285714285714,24.200000000000003
London,8.2,6.1,7.3,6.1,2.3,8.7,8.7,0.0,17.0,39.2,100,63,UK,Europe,51.5074,-0.1278,1,2026-02-05,2,3,36,6,0,Winter,2.1,0,0,0,6.3,4.1,6.671428571428572,32.9
London,10.7,7.8,8.7,9.5,5.3,9.7,9.7,0.0,14.4,32.0,92,61,UK,Europe,51.5074,-0.1278,1,2026-02-06,2,4,37,6,0,Winter,2.8999999999999995,0,0,0,7.3,7.2,6.885714285714285,37.1
London,10.6,7.1,8.6,8.1,4.2,3.1,3.1,0.0,18.7,41.4,66,55,UK,Europe,51.5074,-0.1278,1,2026-02-07,2,5,38,6,1,Winter,3.5,0,0,0,8.7,7.4,7.057142857142857,39.6
London,10.6,6.6,8.5,8.3,4.5,0.5,0.5,0.0,10.7,24.8,86,51,UK,Europe,51.5074,-0.1278,1,2026-02-08,2,6,39,6,1,Winter,4.0,0,0,0,8.6,7.0,7.271428571428571,33.800000000000004
London,10.1,6.4,8.1,7.4,3.8,4.6,4.6,0.0,14.9,35.6,94,61,UK,Europe,51.5074,-0.1278,1,2026-02-09,2,0,40,7,0,Winter,3.6999999999999993,0,0,0,8.5,6.8,7.457142857142857,38.1
London,11.4,7.6,9.0,8.8,5.1,3.7,3.7,0.0,14.5,34.6,97,61,UK,Europe,51.5074,-0.1278,1,2026-02-10,2,1,41,7,0,Winter,3.8000000000000007,0,0,0,8.1,4.7,8.071428571428571,31.9
London,12.2,8.1,10.0,9.0,6.7,2.4,2.4,0.0,18.9,51.1,94,55,UK,Europe,51.5074,-0.1278,1,2026-02-11,2,2,42,7,0,Winter,4.1,0,0,0,9.0,6.3,8.6,32.7
London,10.2,6.0,8.0,8.5,3.6,3.4,3.4,0.0,13.3,29.9,79,55,UK,Europe,51.5074,-0.1278,1,2026-02-12,2,3,43,7,0,Winter,4.199999999999999,0,0,0,10.0,7.3,8.700000000000001,27.4
London,9.4,4.3,6.2,6.8,0.0,2.1,2.1,0.0,16.8,40.0,78,53,UK,Europe,51.5074,-0.1278,1,2026-02-13,2,4,44,7,0,Winter,5.1000000000000005,0,0,0,8.0,8.7,8.342857142857143,19.8
London,5.8,1.2,3.4,2.7,-2.7,0.0,0.0,0.0,16.1,38.5,71,3,UK,Europe,51.5074,-0.1278,1,2026-02-14,2,5,45,7,1,Winter,4.6,0,0,0,6.2,8.6,7.6,16.7
London,8.1,2.8,5.0,5.5,-1.0,9.1,9.1,0.0,18.1,39.6,88,61,UK,Europe,51.5074,-0.1278,1,2026-02-15,2,6,46,7,1,Winter,5.3,0,0,0,3.4,8.5,7.1,25.3
London,9.2,5.3,6.5,4.1,1.5,2.6,2.5,0.07,21.8,60.8,42,71,UK,Europe,51.5074,-0.1278,1,2026-02-16,2,0,47,8,0,Winter,3.9,0,0,0,5.0,8.1,6.871428571428571,23.3
London,6.1,2.1,4.1,2.3,-2.0,0.0,0.0,0.0,17.6,39.6,62,3,UK,Europe,51.5074,-0.1278,1,2026-02-17,2,1,48,8,0,Winter,4.0,0,0,0,6.5,9.0,6.171428571428571,19.6
London,5.3,2.2,4.0,1.0,-1.8,5.3,5.3,0.0,21.5,47.5,100,61,UK,Europe,51.5074,-0.1278,1,2026-02-18,2,2,49,8,0,Winter,3.1,0,0,0,4.1,10.0,5.314285714285715,22.5
London,6.8,4.3,5.4,3.9,0.6,2.2,2.2,0.0,15.8,36.4,100,53,UK,Europe,51.5074,-0.1278,1,2026-02-19,2,3,50,8,0,Winter,2.5,0,0,0,4.0,8.0,4.942857142857143,21.3
London,10.9,4.7,7.6,7.5,1.7,1.7,1.7,0.0,23.5,60.5,89,53,UK,Europe,51.5074,-0.1278,1,2026-02-20,2,4,51,8,0,Winter,6.2,0,0,0,5.4,6.2,5.142857142857143,20.9
London,13.1,8.3,11.0,11.3,5.1,3.9,3.9,0.0,22.1,52.6,100,55,UK,Europe,51.5074,-0.1278,1,2026-02-21,2,5,52,8,1,Winter,4.799999999999999,0,0,0,7.6,3.4,6.228571428571429,24.8
London,13.3,9.6,11.8,11.1,6.3,2.0,2.0,0.0,19.2,44.6,84,53,UK,Europe,51.5074,-0.1278,1,2026-02-22,2,6,53,8,1,Winter,3.700000000000001,0,0,0,11.0,5.0,7.200000000000001,17.7
London,13.0,8.6,10.4,10.1,5.0,0.7,0.7,0.0,20.5,51.5,91,51,UK,Europe,51.5074,-0.1278,1,2026-02-23,2,0,54,9,0,Winter,4.4,0,0,0,11.8,6.5,7.757142857142858,15.8
London,14.4,11.1,12.2,11.8,9.0,0.2,0.2,0.0,20.2,47.2,64,51,UK,Europe,51.5074,-0.1278,1,2026-02-24,2,1,55,9,0,Winter,3.3000000000000007,0,0,0,10.4,4.1,8.914285714285715,16.0
London,16.8,8.4,12.2,16.1,6.8,0.0,0.0,0.0,14.7,31.0,15,3,UK,Europe,51.5074,-0.1278,1,2026-02-25,2,2,56,9,0,Winter,8.4,0,0,0,12.2,4.0,10.085714285714284,10.7
London,13.3,9.4,11.1,8.8,7.1,0.4,0.4,0.0,28.1,64.4,77,51,UK,Europe,51.5074,-0.1278,1,2026-02-26,2,3,57,9,0,Winter,3.9,0,0,0,12.2,5.4,10.9,8.9
London,13.3,9.4,11.3,10.8,7.0,4.6,4.6,0.0,19.9,45.0,96,53,UK,Europe,51.5074,-0.1278,1,2026-02-27,2,4,58,9,0,Winter,3.9,0,0,0,11.1,7.6,11.428571428571429,11.8
